0.000000000000000, -4749231.102296293700000, -4975106.824696869600000, 0.000000000000000, -719.653850358932350, 686.980716081441980, 7561.282735263495900
35.151447349786324, -4770922.578761057000000, -4947194.421506853800000, 265722.692904625790000, -514.363313438077970, 900.940637117137840, 7555.536244407446200
70.142467319999298, -4785333.732968791400000, -4911962.733289587300000, 529832.157657459960000, -309.240979307107120, 1112.561636654928400, 7538.411706176068900
104.986992858482130, -4792543.370697233800000, -4869548.405647619600000, 792043.548353344670000, -104.527750119435680, 1321.623690359521300, 7510.079165975222200
138.124078070818910, -4792779.305947354100000, -4822484.658106889600000, 1040314.852218948900000, 90.286168473224564, 1518.602587920934600, 7472.733566827470900
171.296370364360340, -4786551.279602357200000, -4768866.784290038000000, 1287442.776787373200000, 285.163178412065630, 1713.719996908094100, 7425.246271245551700
205.482517872769710, -4773375.547512007900000, -4706878.608712695500000, 1540297.547729674000000, 485.562341898815700, 1912.350040180426700, 7365.804166801595800
238.129721876305130, -4754408.220434119000000, -4641384.311493910800000, 1779708.824694399000000, 676.262702925652890, 2099.452920485027800, 7299.167752791781800
270.535304549504300, -4729438.468133979500000, -4570377.952412284900000, 2015043.162384118700000, 864.642886207557810, 2282.424365419008200, 7223.580736898284200
303.891057007016000, -4697380.104763690400000, -4491147.671927633700000, 2254558.708605115800000, 1057.340237722678000, 2467.650400421351600, 7136.059965864664300
341.934673541029270, -4653002.539544659700000, -4393315.583749038200000, 2523955.440084222700000, 1275.287863685741700, 2674.733442614087800, 7024.366338616914600
376.383062708428160, -4605700.227262602200000, -4298005.083960390600000, 2764035.474213793400000, 1470.641354292766400, 2858.111774196531300, 6912.480772457740400
409.390074882272870, -4554097.675975668200000, -4200821.739049614400000, 2990296.261299588300000, 1655.764708014617300, 3029.873449604837300, 6795.858497104237400
441.763294112679150, -4497585.661767848800000, -4100061.552392298400000, 3208329.551171519800000, 1835.134374656312700, 3194.362425248102200, 6672.682822865220300
473.928761983554640, -4435723.178925860700000, -3994739.760486673100000, 3420877.560866402500000, 2010.965483550465000, 3353.687214833593300, 6541.838991085463000
505.734499807415550, -4369031.667432711500000, -3885623.676753211800000, 3626780.093696005600000, 2182.270287166894800, 3507.005271969291700, 6404.338609494575400
538.941896898869570, -4293634.796284698900000, -3766571.636315308000000, 3836951.571498741400000, 2358.176936664166100, 3662.391498014897000, 6252.356577029286200
571.833820117375130, -4213247.912989485100000, -3643644.603463043900000, 4040014.060087133200000, 2529.214000253867200, 3811.378174742362300, 6093.544472171040100
604.454174314432290, -4128022.953708617900000, -3516974.364575961600000, 4236110.783710768400000, 2695.471514726991700, 3954.102244127480800, 5928.127211792644600
638.132431707654400, -4034405.845550498900000, -3381401.808660190100000, 4432771.246753528700000, 2863.373172339478500, 4096.001713820164700, 5749.312290141881000
672.262210256160760, -3933834.082801181400000, -3239234.998637222700000, 4625786.710451173600000, 3029.406639304011600, 4233.954970437844200, 5560.035103872062800
705.603633775188090, -3830183.960314049400000, -3095903.734530177900000, 4807977.865343137600000, 3187.377111533879100, 4362.852651339908300, 5367.556842884498100
739.927013619915560, -3718056.661891035700000, -2943967.377313106300000, 4988702.203472063900000, 3345.409569684503400, 4489.305529296993900, 5161.878690215003200
774.629856579538680, -3599260.368220375400000, -2786052.619522678200000, 5164117.610952594300000, 3500.227957503733300, 4610.540722072130800, 4946.467863240704000
808.823783282927250, -3477038.137780457300000, -2626452.765757507200000, 5329527.294231548900000, 3647.679700613609400, 4723.324389691363600, 4727.196590486215400
842.224173759571040, -3352869.515591813700000, -2466943.186154731500000, 5483750.659612169500000, 3786.627257145345500, 4826.946113193520400, 4506.596224434520100
874.941405960419160, -3226823.786736591300000, -2307445.713325875300000, 5627578.779344260700000, 3917.684157297699100, 4922.046771810471000, 4284.657093139922800
907.065963365000020, -3098970.134737604800000, -2147911.337730509200000, 5761649.148484864300000, 4041.343424477591300, 5009.145277659276900, 4061.392402059284900
938.675823004705760, -2969366.575367019500000, -1988299.758556908000000, 5886492.153647742200000, 4158.015607776153000, 5088.673727572906500, 3836.813643958273100
969.538315336780220, -2839345.313250407100000, -1830129.594039029200000, 6001464.956886685500000, 4267.006573221159700, 5160.324885694941300, 3613.130949293652500
1000.726403194950900, -2704613.604286822500000, -1668138.888692823900000, 6110572.329413211000000, 4372.081326487328600, 5226.632668138869100, 3382.928469221797100
1032.625456983528500, -2563505.594004265500000, -1500417.585558521300000, 6214675.269751373700000, 4474.159371789686700, 5288.033673260911200, 3143.438889796288500
1064.739855316746100, -2418245.624180201400000, -1329691.509311456700000, 6311701.862335978100000, 4571.297054972847000, 5343.222216617208700, 2898.507178810994400
1098.533838390671700, -2262123.161204237000000, -1148242.918692182700000, 6405245.106984942200000, 4667.288695870188300, 5394.048019587380600, 2636.960567808710000
1134.587281600752000, -2092112.167413397200000, -952914.705088266990000, 6495227.754004081700000, 4762.518841772578500, 5440.006064094781300, 2354.030406451257900
1167.739354968974100, -1932865.906799931300000, -771972.311900423610000, 6568911.585119893800000, 4843.425062572401700, 5474.681096327321900, 2090.695892043122500
1198.922699924859400, -1780722.411294445900000, -600832.047374396470000, 6630212.046667331800000, 4913.609043545796300, 5500.628172548664200, 1840.549358173534800
1229.144560606321900, -1631266.163701182500000, -434291.040440585350000, 6682148.095303256100000, 4976.080267259493700, 5519.582122394794200, 1596.134011967228400
1259.953458363027500, -1477050.402063810300000, -264021.748362190560000, 6727462.544500714200000, 5034.075495474080500, 5532.612523148025500, 1345.246294797382000
